globalReviewId,productName,review,keyword,summary
Capterra___1190265,Saba TalentSpace,"Halogen is great product but also has great customer service.  I was never on hold for very long and called them often.  They do not have an automated phone service.  You just call the support line and you'll be talking to a real person in just a few minutes. Halogen's 'comment helper' function is easily the best and most innovative feature.  The comment helper makes it really easy for managers to add specific comments to their direct reports without having to come up with comments from scratch.  For example, if you have a 5 point scale, manager's simply drag the slider from a level 5 comment (ie. He/she is always courteous and respectful with customers) to a level one comment (ie. He/she is rarely courteous and respectful with customers).  It takes a little bit to setup, but you don't have to write them.  Admins can just download the comment helpers directly from Halogen and train managers on how to use them.

Halogen also has a multi-rater and a third-party rater function.  This is quite nice for larger organizations.  A multi-rater function gives managers the ability to combine/average out the ratings from multiple managers.  The third-parter rater gives the manager the ability to forward the appraisal to another manager entirely. Halogen is not intuitive.  It's unlike any other software I've come across, so the back end might be confusing if you try and learn it on your own with no training.  For example, administrators might be confused by the fact that there are two locations sets of user information; one called the 'user center' and the other set inside each 'appraisal process'.  The user center information holds user demographic information while the appraisal process set contains user performance information.","managers
manager
rater
user
sets
set
helpers
information
helper function
comment
comments
gives
great
phone","Halogen's 'comment helper' function is easily the best and most innovative feature.
He/she is always courteous and respectful with customers) to a level one comment (ie.
Admins can just download the comment helpers directly from Halogen and train managers on how to use them."
Capterra___500005,Saba TalentSpace,"All around performance managment and the bonus of job descriptions. Their talent management suite is the best I have seen anywhere. Not only it is comprehensive but it is easy to use and to administrate. Whenever you can't figure something out the support team is out of this world and will do what it takes to assist you in the mean time give you a work around if needed. The system is also easy to customize to design and complete other processes that reduce the use of paper and improve efficiency. I am thinking of things monthly to add to Halogen to streamline our HR processes.  
Anything related to performance they have thought of it all. If not, I guarantee you they are working on in to launch in a new version.  The way the licenses are structured it can be expensive if you have a high turnover. Licenses are not replaceable.
The other thing is that you do get a discount to add some other products to your talent management suite, but some of them can be kind of pricey. ","managment
management
turnover
efficiency","Their talent management suite is the best I have seen anywhere.
The other thing is that you do get a discount to add some other products to your talent management suite, but some of them can be kind of pricey."
SoftwareAdvice___220853,Saba TalentSpace,"Our company was looking to completely change our date performance management process.  No more yearly reviews, but monthly conversations between managers and employees, and quarterly performance appraisals using Cultural, Leadership, and Technical competencies.  Saba was the system that we found to help us accomplish our goals.  The system has been wonderful since implementation.  

All of the learning tools that we use are housed in Saba.  It also interfaces with our HRIS System, Kronos Workforce Management, to have up-to-date employee information (reporting structure, etc.), as well as photos - which has been really helpful.  The Org Charts that Saba has created for us are beautiful, and help managers to easily track employee movement.  Working in the financial industry, many of our employees require various certifications, and Saba allows us to track their progress, expiration dates, and recertification credits.  

The Virtual Classrooms are a fantastic tool that allows us to complete training at our satellite campuses all over the US, and the Social Collaboration aspect helps our company remain inclusive. - Detailed Analytics reporting
- Ease of use
- Social Collaboration (learners can chat with each other, post discussions, hold virtual meetings)
- Gamification - Custom Badges have been really popular at our company - employees WANT to learn to earn badges When implementing Saba, we had been clear about the functionality we needed from the first meeting.  Everything that we needed had been discussed and included in pricing quotes.  Once we received the final contract, there was a fairly large discrepancy, as a feature we needed had not been included in the price quote.  This delayed implementation, but was eventually resolved through our account manager. 

Overall, we have been extremely pleased with this product.","employees
employee
managers
manager
date performance management
reporting
saba
collaboration
virtual
large
completely
complete
tools
tool
dates
implementation
implementing
competencies
badges
discussions
discussed
social","It also interfaces with our HRIS System, Kronos Workforce Management, to have up-to-date employee information (reporting structure, etc.), as well as photos - which has been really helpful.
The Virtual Classrooms are a fantastic tool that allows us to complete training at our satellite campuses all over the US, and the Social Collaboration aspect helps our company remain inclusive.
- Gamification - Custom Badges have been really popular at our company - employees WANT to learn to earn badges When implementing Saba, we had been clear about the functionality we needed from the first meeting."
Capterra___236934,Saba TalentSpace,"It has encouraged employees to do better do to the fact that others can recognize them for their efforts. I have heard employees comment on how good it felt to receive feedback. You can really see a change in their work habits.  The ability for anyone to leave feedback for any employee no matter if they are a supervisor or a line employee. Due to the fact that others can recognize you for great service, it gives supervision a better picture of what kind of employee they have. It really does open the door for better communication between supervision and staff.  Our agency ran into some issues where there are multiple supervisors per team, and all should have the ability to leave supervisor notes, feedback, etc. for each employee and initially were unable to do so. With the addition of secondary supervisors, we were able to solve that problem, but it did take some time and assistance from customer support. ","employees
employee
supervisor
supervisors
better
feedback
agency","Due to the fact that others can recognize you for great service, it gives supervision a better picture of what kind of employee they have."
Capterra___1220296,Saba TalentSpace,"I have worked at several companies who have had proprietary LMS's, and Saba helped reduce our workload (of time it took to create content), improved visibility of our content throughout the organization.   The best feature about Saba is that when we merged over from our in-house LMS, there was little work that was required to make sure the system ran videos which were created in WebEx, Ponopto, and Zoom. The reporting capabilities also allowed me to figure out who in my organization was still delinquent on their training, which is valuable as a manager.  The organization I worked for did not have a great history of tagging their data, so when we migrated from our in-house solution to our new solution, it was difficult to search for content unless you knew the exact name of the item you were looking for. I was hoping there was be some better filtering capabilities.","helped
capabilities
filtering
content improved","I have worked at several companies who have had proprietary LMS's, and Saba helped reduce our workload (of time it took to create content), improved visibility of our content throughout the organization."
Capterra___1808286,Saba TalentSpace,"The usability of this software is very amazing, be it from the learner's point of view or manager's point of view - I like the user interface which is so friendly, I can track my mandatory courses and the courses assigned to me in home page
- Also it lets me know the courses whose due dates are nearing and I need to retake the courses
- As a manager I can create a course completion report query for employees and schedule it to be sent as an email I cannot think about any drawbacks of this tool. It is an amazing Learning management tool. It would have been great if I was able to connect my excel to Saba database.","courses
course
learning management
manager",It is an amazing Learning management tool.
GetApp___31391,Saba TalentSpace,"Following 9 months of development, we had our first annual review process completed by April 2015. It went well, but required some significant back end administration due to process issues we had built in. This wasn't the fault of the tool, but more due to the development. We really had to go through one iteration to get better at it and learn how it works. The major issue I had with the software was lack of appropriate reporting - there was not a built-in report for simple things I wanted to see, and I have not been able to set up a report for all managers to use to give them data on their employees. Customer support has been great. I wasn't able to pull reports and contacted the team. They walked me through setting up the reports and identified that what I was trying to do would not work in any browser other than explorer. Software works as planned very well, which is what the long development cycle helped with. Reporting still remains an issue. Useful reports are not built into the system and I am not able to set these up for my managers. I have highlighted this to the Halogen team but have seen no updates - it's still a manual process for each manager to set up their own reports.","process
reporting
report
reports
issues
issue
customer
software","The major issue I had with the software was lack of appropriate reporting - there was not a built-in report for simple things I wanted to see, and I have not been able to set up a report for all managers to use to give them data on their employees.
Useful reports are not built into the system and I am not able to set these up for my managers."
Capterra___283005,Saba TalentSpace,"Able to manage training through the organization. -  Easy to use for learning administrators who add content, create courses/classes, and monitor completions.
- Able to use globally including language availability.

-  - Support is slow to respond on some issues.
- Takes a long time for enhancements to get implemented.  Process seems disjointed.
- Release notes could be better formatted to make it easier to identify configuration items and items that require a support ticket to enable.","configuration
release
completions
courses
content create
globally",- Able to use globally including language availability.
Capterra___242773,Saba TalentSpace,This is the initial LMS implementation for our company.  We are now able to launch and track learning to over 8000 employees in a de-centralized organization and with an easy and convenient cloud-based platform that the learners like as much as administrators. Saba's technical team has been very responsive and implemented many suggestions for design improvements made by our team.  The overall design is easy to use and manage for both elearning and instructor led courses.  Learners like the website style interface for browsing and completing courses. Until customized the layout may have extra buttons / features that even ADMINS don't need to see.  Can be cluttered until these options are removed.,"courses
design
style
buttons
lms",The overall design is easy to use and manage for both elearning and instructor led courses.
SoftwareAdvice___344673,Saba TalentSpace,"Great software, definitely recommend!  Very easy to configure. Amazing recognition/feedback tool that can be integrated into Outlook -- very easy to use and simple. Performance appraisals with multiple sign offs is a breeze with Halogen. Eliminates lots of paper trails with this tool -- job description sign offs, policy signoffs, onboarding, off boarding, and etc. Homepage dashboard update is quick confusing. Previous version was more straightforward, but it does have a cleaner look now. Not the most user friendly, does require some training to have end users up to speed with navigating the software.","sign
performance
user
users
dashboard
eliminates
definitely
confusing","Eliminates lots of paper trails with this tool -- job description sign offs, policy signoffs, onboarding, off boarding, and etc."
GetApp___59771,Saba TalentSpace,"We use the Performance Management module of Halogen, and it's been a hugely successful upgrade from our previous, paper-based system. I am the administrator and came in with no Halogen experience; within a week I was administering, with help from the support team. Which is key: Halogen has great support and they will work with you to get the system to do what you need it to do. Not only easy to use but also easy to learn.
Very customizable. 
Support comes in a variety of forms so you can choose which is best for your problem, learning style, or training audience.
Encourages yearlong engagement with performance management through editable goals and supervisor/employee relationships. I wish the coding for forms was a little less confusing. Some of the buttons for that (and the processes themselves, only not quite as much for those) are counterintuitive and require more try-it-and-see than I'd like.","support
halogen
successful
management
paper","We use the Performance Management module of Halogen, and it's been a hugely successful upgrade from our previous, paper-based system."
GetApp___37427,Saba TalentSpace,"Our law enforcement agency began using Halogen less than a year ago. Our old performance management system was archaic and very had very bulky maintenance for Human Resources.  Halogen has brought us into the new age and has provided tremendous support to get us up and running. I spent about 6 months learning about Halogen and working with an implementation consultant to ensure that the software was customized to best suit our needs. In addition to our customizing the software, we were provided with testimonials from other clients and given tips and tricks from Halogen to best encourage user adoption from our employees. The Halogen culture of customers and support is extremely easy to access and helpful. Feedback to document employees performance year long, not just was evaluation time. This has increased transparency with our employees and supervisors.

Customization of the forms and processes

Ease of connecting with other customers and support Has proven to have some limitations for our law enforcement agency. Building out competencies and forms was very labor intensive because there was not a variety of pre-built law enforcement competencies (officer safety etc.). That said, some of the competencies in the Halogen Library were able to be used after being manipulated. ","performance
halogen
year
enforcement agency
tremendous
best
resources
encourage user
employees","In addition to our customizing the software, we were provided with testimonials from other clients and given tips and tricks from Halogen to best encourage user adoption from our employees.
Ease of connecting with other customers and support Has proven to have some limitations for our law enforcement agency."
Capterra___284264,Saba TalentSpace,"Distance learning, automation and reporting Flexibility and customization. Widely recognized as leader of learning management system. It is like getting a BMW, you would never go wrong. Saba meeting playback, cannot coordinate voice and visual together, customer support speaks to much of a technical language. They need to be more user friendly and speak a customer's language.","learning
saba meeting
support",They need to be more user friendly and speak a customer's language.
GetApp___58377,Saba TalentSpace,"Halogen has made a huge difference for this organization.  We have been here for 51 years and there has never been any evaluations done, ever.  This something new to the majority of the people here.  It is a wonderful learning experience for them.  It is about time that they be evaluated and find out how they can make changes in some of the things they are doing  in their current positions.  Halogen is the best tool for this job. Easy to use and understand. We have people without computers, so that is an issue. They would like to be able to do it on paper.","learning
positions",Halogen has made a huge difference for this organization.
SoftwareAdvice___200325,Saba TalentSpace,"Our staff really likes Saba which is a great first step since moving from our old LMS. The UI is accessible and the system, per the staff, is very intuitive. We use the meeting app quite a bit and feel it gives team leaders a great way to start building their training. 

In the next two quarters we will be move beyond the original learning module and are optimistic that the performance module will solicit the same positive results. Easy to use. Easy for learners. The meeting app gives all staff a wonderful tool to use. Tech support has been very quick and attentive. The training consultant and tech support from Saba that I used to go live were terrific. I am an admin team of one and there are not enough hours in the day to explore Saba. I think the notifications can be complicated and, in many cases, are system-wide.  Also, there is no way to send a test to yourself to see what they look like. ","team
likes
like
saba
learning module
app","We use the meeting app quite a bit and feel it gives team leaders a great way to start building their training.
The meeting app gives all staff a wonderful tool to use."
SoftwareAdvice___493377,Saba TalentSpace,"I am disappointed in SABA.   They have added an unneccessary burden to my work life and I resent it.   Less paper in my office - mobile platform.  Some groups like being able to send kudos to each other in a public forum.    If it worked, it would be great.  Theoretically employees and managers would have access to prior years docs.  For a small company of 200 people, with a tiny HR department, the ADMIN burden of this product outweighs any benefit. The product is counterintuitive, difficult to maneuver thru, inefficient, and offers no immediate online training/support.  If an employee fails to hit complete on their input or hits complete too soon, it affects the Managers ability to see the input.  If a Manager fails to log in and hit the complete button after the final review mtg, then the review won't be available for viewing in next year.  This is emblematic of multiple faults with the software.   At review time, I become a Full Time Software Support rep trying to handling all employee inquiries relating to Saba's many limitations.  I do NOT have time for this additional FT job!   There is no reason this software should be so difficult to use.  The fact that Training is extra adds insult to injury.  It should not be an annual add-on.  This is expensive software. Saba should offer a FREE generic training and offer a buy-up for customers wanting something Customized.  Saba nickel and dimes customers to death.  for the ridiculous price we pay, I do not think we get our money's worth.","review
adds
add
software
customers
customized
employees
employee
training
saba
complete
mobile
burden
years
year
support","The product is counterintuitive, difficult to maneuver thru, inefficient, and offers no immediate online training/support.
At review time, I become a Full Time Software Support rep trying to handling all employee inquiries relating to Saba's many limitations.
There is no reason this software should be so difficult to use.
Saba should offer a FREE generic training and offer a buy-up for customers wanting something Customized."
SoftwareAdvice___213601,Saba TalentSpace,"We have been configuring the system for almost three months and our soft launch is scheduled for next week. So far, I love the intuitive nature of the system and the endless capabilities. We reviewed 20-25 systems before we narrowed it down to three. Then Saba won out due to the analytics and robust configurations. 
 Intuitive, robust, good user interface, configurable, endless capabilities. 
Forgo live, we have narrowed down what our learners will see. Once everyone is comfortable and we have worked out the kinks, we are going to turn on the social collaboration features of the system.  But the endless capabilities can also be a caveat since I do not know what I do not know. ","configuring
configurations
configurable
collaboration
intuitive
robust","Intuitive, robust, good user interface, configurable, endless capabilities."
Capterra___303890,Saba TalentSpace,"Having a central location with lots of functions to get instant access to information. Ability to manage many subgroups of the organization (e.g., Board of Directors, Vice Presidents, general staff, etc.).  Easy to navigate teams within the organization.  Great platform to have all general information in one central location for all staff members to be able to access instantaneously. Depending on admin. settings, some functionality not available but this is due to the admin and not really the software.  Sometimes training video do not load properly, but might be browser compatibility.","general
great
instantaneously
access
vice",Great platform to have all general information in one central location for all staff members to be able to access instantaneously.
SoftwareAdvice___384117,Saba TalentSpace,"One of the things that sold us on Halogen was the fantastic customer support, but I feel like since Saba acquired Halogen, the customer support has taken a nosedive. I've had three Customer Success Managers (essentially an Account Manager) in the last two years, and I think they've reached out to me once in that period of time, right around the time of contract renewal. The tech support team used to be able to answer questions and resolve issues on the first phone call 99% of the time, and the phone would be answered within 2-3 rings. Now it's not unusual to be on hold, or have to log a support ticket and have a Tier 2 support person step in on nearly every call. Generally it is easy to use, once you get the hang of it. I like that it is customizable to a large extent. The administrative portal can be challenging to use, and it seems that most of the updating has taken place on the front end. Adding users, documents, and profile photos is very time-consuming and requires too many steps. ","support
managers
manager
customer
acquired
time
adding
users","One of the things that sold us on Halogen was the fantastic customer support, but I feel like since Saba acquired Halogen, the customer support has taken a nosedive."
GetApp___32049,Saba TalentSpace,"Halogen Talent Management software is something I have been using for 5 years now.  Halogen continues to refine the way performance reviews are completed by creating many opportunities for employee engagement.  Whether it is goal setting, reviews, or just a ""way to go"" message, the Halogen dashboard makes it quick and easy to keep in touch with employees. Halogen customer services can't be beat.  Representatives take ownership of your problem and stays with it until the end.  Not once have I felt bad for calling about something I forgot how to do.  Always soliciting feedback (pun intended) from their users on new features or enhancements. Need to increase the dialogue between users by adding user group webinars/meetings based on industry - ours being professional services has some unique reporting structures.","halogen
reporting
pun
feedback
performance
setting",Halogen continues to refine the way performance reviews are completed by creating many opportunities for employee engagement.
SoftwareAdvice___197297,Saba TalentSpace,"Our organization has used Halogen TalentSpace for 9 years as our goal management, feedback and performance management solution. We also use the learning module for managing training. The system configuration is simple and building processes and forms is fun. You can use the solution for more than just performance reviews - we use it for compliance sign-offs, coaching, individual development plans, compensation management, and more. The best part about Halogen is the world class customer service - they are simply the best out there! Easy to configure, great tools for Outlook users makes feedback simple and easy, can integrate with other applications. It's as complete a solution as you can have for managing HR programs that isn't an HRIS system. It's not an HRIS or payroll system so you need to integrate it with your other solutions. ","managing
management feedback
great
class customer
sign","Easy to configure, great tools for Outlook users makes feedback simple and easy, can integrate with other applications."
SoftwareAdvice___495241,Saba TalentSpace,"Halogen Talentspace allows use to execute our e-learning strategy - deliver curated content to different audiences, engage management, and strengthen demand for e-learning. System is user friendly! I was able to pick it up as an admin in a few weeks. Our associates seem to be able to navigate the system well from a learning perspective. The system,also, integrates well with our e-learning content provider. Halogen has been great with responding to inquiries to help solve problems. I would say my biggest ask would be for their to be more built in abilities for our associates to review courses after the fact and track those metrics. I feel there could be a more streamlined way to create learning units but I'm ok with current functionality.","learning
solve
content
audiences engage
allows",Our associates seem to be able to navigate the system well from a learning perspective.
Capterra___1099816,Saba TalentSpace,"Overall, Halogen TalentSpace is a great for documenting performance reviews and real time feedback and it's nice that it can be customized based on a company's requirements.  Would recommend. Halogen TalentSpace is great because my company was able to configure the performance review template to our own framework.  We are able to fill out evaluations by rating team members on various core competencies and then provide commentary to explain the ratings.  I also really like the feedback feature within Halogen TalentSpace, as it allows quick feedback to be shared with anyone at the company even if they are not a direct report.   The 1 on 1 meeting agenda points are automatically populated with feedback notes which makes it cluttered.  It would be better for these to only be entered by the reviewer/reviewee to drive the 1 on 1 meeting and if the feedback notes are relevant, then the reviewer/reviewee could choose to add if they wanted.","feedback
halogen
review
reviewer
performance reviews
team
agenda",Halogen TalentSpace is great because my company was able to configure the performance review template to our own framework.
SoftwareAdvice___199537,Saba TalentSpace,"We just recently implemented Saba Cloud, so we're still ironing out some difficulties. Overall, I find the product fairly intuitive and usable. We're still having issues getting several of our online courses to work correctly, but I think setting up new courses is easy and adaptable. There are a lot of great features available in the product that we aren't currently using, which gives us a lot of room to grow into the product.  A lot of nice features. I like the flexibility of things like skills, tasks, etc. I think setting up an instructor-led course is very easy. The Saba team we worked with on the implementation was great. The Saba Community is helpful and active.  We've just experienced a lot of glitches with our online courses so far. Many of them are somewhat sporadic (only a few users not marking complete...for no good reason)","saba
features
courses
course
fairly
issues
skills
like","We're still having issues getting several of our online courses to work correctly, but I think setting up new courses is easy and adaptable.
The Saba team we worked with on the implementation was great."
SoftwareAdvice___206661,Saba TalentSpace,"I implemented the Saba LMS for a large multi-national organization.  The tool has deep administration capabilities for complex organizations, can house almost 30 languages for navigation, allows for multi-level curriculums, and provides several options for content delivery including the virtual classroom.  The development team works to stay current on trends in the industry and to incorporate into the tool as makes sense.  The underlying code is fairly organic with the cloud version being close to 100% organic making integrations easier to develop and implement.  The user interface can be customized and simplified to meet varying audiences.  Prescriptive rules, business rules, and auto enrollments ease the transactional tasks for administrators. The product can be offered on different technical infrastructures.  The depth of administrative capabilities.  Proven global deployments. The assessment tool is minimal; user interface has improved with the cloud but needs to continue to evolve for ease of use.","organization
organizations
organic
multi
makes
making
delivery
user
team
enrollments
technical
global
varying
rules","The tool has deep administration capabilities for complex organizations, can house almost 30 languages for navigation, allows for multi-level curriculums, and provides several options for content delivery including the virtual classroom.
The assessment tool is minimal; user interface has improved with the cloud but needs to continue to evolve for ease of use."
SoftwareAdvice___203069,Saba TalentSpace,"Our company uses Saba as a part of our training and development program. Saba is where we house our new hire orientation, training and presentation videos, and completing the performance review process each year. I rated three stars for ease of use simply because it takes multiple steps to set up a course on the platform. I find it difficult that you have to add content here, manage the class there, edit the course content somewhere else, etc. If this was all done as one feature it would make it a lot easier for client users on the back-end. Being able to delete a class is also a difficult step.  Many features we can use - upload training videos, performance reviews, tracking who has completed certain classes by building reports.  Cannot upload videos onto the platform itself - must use an outside source to house the video like YouTube or SCORM and then upload it within the Saba. Sometimes if the video file is too large it takes a long time for the video to play within the platform. Being able to create a new class and delete old classes - I don't understand why we can't delete certain classes or content or courses because there are certain subscribers but if the content is old and I choose not for those subscribers to see it, why don't I have the power to delete it?","videos
video
uses
use
certain classes
review
reviews
content
class
step
multiple steps","Saba is where we house our new hire orientation, training and presentation videos, and completing the performance review process each year.
Many features we can use - upload training videos, performance reviews, tracking who has completed certain classes by building reports."
GetApp___28731,Saba TalentSpace,"We are a Commercial Insurance Company with concentration in the Construction Industry.  We have 250+ employees in our organization and have been using Halogen for 1 year.  The application is fantastic - truly gives an employee and/or leadership access to Goals, Developments Plans, Feedback, Reviews, etc. in one central location.  The Implementation Team, Product Team, Customer Service Team - they have been great!  The entire experience with the product and the company has been fabulous! Create an electronic processes for manual/paper forms
Customized Reporting
Customized View
Customized Learning Units 
Customized Learning Paths
e-Courses available
... and more! That we didn't purchase sooner!","customer
customized
team
truly
insurance
learning
feedback
developments
plans","The Implementation Team, Product Team, Customer Service Team - they have been great!
Customized Learning Paths"
SoftwareAdvice___329993,Saba TalentSpace,"Overall, I'm a Halogen fan. I simply wish they would get the back end up to date with the front end. Great end user interface - intuitive for our staff to use
Great customer service
Robust admin training  HR Admin backend is clunky and outdated
Implementation was long (3-4 months) and difficult
End user training is an additional cost","admin
great
end
user",Great end user interface - intuitive for our staff to use
Capterra___96645,Saba TalentSpace,"For our size and structure of company, this has been a perfect fit.  For anyone looking at vendors for talent management, I would recommend Halogen as one of your considerations.  In most cases, it may be the overall solution you are looking for.  We are now looking to integrate the eLMS module along with appraisal, compensation and succession planning modules. Halogen Software provides a product with excellent web based end user interface.
Their talent management functions are well integrated to the perfomance appraisal module.
We found the suite to be reasonably priced for the product offering.  We also experienced outstanding customer support before and after implementation of the different modules.
The software provides effective tools for building appraisals and succession plans within the modules - practical tools that managers can use.  It provided levels of transparency and reporting in performance and compensation management that we never enjoyed prior to the conversion. Overall no real issues to date.","module
modules
appraisal
appraisals
management
managers
overall
provides
provided
halogen
outstanding customer","We are now looking to integrate the eLMS module along with appraisal, compensation and succession planning modules.
The software provides effective tools for building appraisals and succession plans within the modules - practical tools that managers can use."
Capterra___194336,Saba TalentSpace,"My review title says it all.  I've been in Learning & Development for over  20 years and used multiple LMS systems.  SABA has the features found in most LMSs. The issue for me is they focus on selling into mega-sized global companies but their implementation and support processes are sized for small-to-medium sized companies.   Full featured. Implementation was handled poorly, lots of features were not turned on and there was very little ongoing support.  It may have been my company who didn't want to pay for the support but it resulted in SABA becoming a dirty word around our organization.  SABA should find a better business model if they want good reviews. ","sized
poorly
business
ongoing
support
lms",SABA has the features found in most LMSs. The issue for me is they focus on selling into mega-sized global companies but their implementation and support processes are sized for small-to-medium sized companies.
Capterra___1514530,Saba TalentSpace,"Earlier we had the internal Learning Management System which had become unmanageable and didn't had superior features; but with Saba Cloud (SaaS) application the enterprise need not worry about maintenance and downtime.  1.)Supports multiple Training Types like Virtual Instructor Led Training (VILT), Instructor Led Training (ILT), Self -Paced Training etc.
2.)Support Multiple Contents like Adobe Content, SCROM, URL, WebEx Recordings, MP4 etc. Though SCROM is best.
3.) Multiple ways to create assessments varying from Paragraph questions to MCQ with single select and multi-correct along with weight-age scoring for each correct option, pre  and post class surveys.
4.) Functionality to add keywords & Tags to each course to enhance ease of search for users
5.) RDI (Rapid Data Import) to bulk update or import data like marking user attendance, course creation, user registration etc.
6.)Prescriptive Rules (PR) to auto enroll new employees to Mandatory Compliance and New Joiners Induction Training 

 1.) Performance of TIM (The Intelligent Mentor), the course recommender system is bad.
2.)Not much APIs are available for integration unlike we have for Salesforce (CRM)
3.)Lacks ability for administrators to Customize some inline CSS and HTML works to customize the Course Header and Description etc.
4.) Lacks Good Dashboards for Management Reporting
5.) Poor Customer Support","training
like
users
user
course
lacks
supports multiple
new
contents
content
keywords
assessments
support
saas
cloud
class
surveys
option
correct
data","1.)Supports multiple Training Types like Virtual Instructor Led Training (VILT), Instructor Led Training (ILT), Self -Paced Training etc.
2.)Support Multiple Contents like Adobe Content, SCROM, URL, WebEx Recordings, MP4 etc."
Capterra___492120,Saba TalentSpace,"It is an LMS, so we are able to host courses on it. It has a lot of functionalities and uses that we were really excited to use at our company. You can create learning paths, job title paths, and other powerful tools like that. Where do I begin? The software was completely un-intuitive and lacked BASIC functionalities that should exist for an LMS.  Rep's support team (outsourced from India, seems like) did not know as much as our IT guy knew about it who had been on the job for 3 months. We had very low adoption because of it being clunky and not user-friendly, and not very customize-able. Do not even do an RFP on this because the sales team is AMAZING and will dazzle you.","team
tools
basic
paths
learning","Rep's support team (outsourced from India, seems like) did not know as much as our IT guy knew about it who had been on the job for 3 months."
SoftwareAdvice___203625,Saba TalentSpace,"We implemented Saba about a year ago and haven't been very happy with our choice.  I wish they had better Customer Service, a more responsive Support Team and a system that worked as it is designed.  In the past year I have opened 38 support cases and it has taken in upwards of 69 days to resolve a case.  In my opinion, that is unacceptable and should never happen.

Many attempts to provide this exact feedback have fallen on deaf ears.  I have been in contact with their Support Manager and he acknowledges there are issues and constantly assures me they are making changes.  However, I have not seen any improvements.

I share this feedback because I wish there had been this information available when we were inquiring about their system.  I hope this information can help someone avoid making the same mistake we did when we purchased and implemented the Saba system. At this time I am unaware of any pros that would make Saba a better choice than any other LMS vendor in the market. Customer Service,
Unreliable Support
Constant issues being experienced
Functionality not working the way it was designed","support
customer
making
year
better
constant","I wish they had better Customer Service, a more responsive Support Team and a system that worked as it is designed.
I have been in contact with their Support Manager and he acknowledges there are issues and constantly assures me they are making changes."
GetApp___31943,Saba TalentSpace,"We have been using the Halogen system for performance management for a few years. We have a very complex process and I was impressed by how flexible their implementation team was. They worked with us to find workarounds to make the system do what we wanted it to. The support staff and our customer account manager are great as well. I highly recommend it. Convenience, ease of use, great service and 24/7 support Implementation took a little longer than we had anticipated.","implementation
great
account manager
management",The support staff and our customer account manager are great as well.
Capterra___445295,Saba TalentSpace,"We have improved our work performance thanks to this platform we love we will continue using it
 It allows you to do business with other companies in a personalized way, the technical support is top notch. I would use it again. Saba's ability to relate to other platforms has improved our work and facilitated it is very useful

 One of the few limitations that this platform has is the file loading speed is very slow for the world in which we live, We hope they improve this failure

","loading
performance",Saba's ability to relate to other platforms has improved our work and facilitated it is very useful
Capterra___213865,Saba TalentSpace,"Halogen is only good if you have a dedicated staff to manage and administer. It is very heavy on administration and requires a great deal of time. If your company does have a dedicated staff for appraisals, then you don't need Halogen. They promised many things during the sales consultation. After signing up, a box full of large manuals came through. That was the first indication of the challenge using the software. After initial training, there is a lack of support. After repeatedly raising concerns for an SME, they repeatedly asked the same questions. No answers or support were given. Currently, they are not even answering customer emails even though we are a current paying customer with services still under contract. If they had an office in Hong Kong, our company would sue them for misrepresenting their services. The user interface is pleasantly designed.  Set-up takes weeks. Ongoing admin and new appraisals take lots of time. Needs a full time staff to administer. ","customer
manuals
designed
ongoing
weeks
repeatedly raising","Halogen is only good if you have a dedicated staff to manage and administer.
If your company does have a dedicated staff for appraisals, then you don't need Halogen.
Needs a full time staff to administer."
SoftwareAdvice___223321,Saba TalentSpace,"Overall, the implementation process with Saba and their customer support team has been excellent. They are timely in responding to requests, answering questions, and progressing in each step of our implementation. Also, they did an excellent job with the product demo and showing us everything that is available for use. I could see us using the system for much more after having used it for a year or two getting comfortable with all of its functionalities. Our employees are very excited about the changes we are able to implement based on the performance management side with Saba allowing employees to stay up to date daily with their performance expectations and goals.  - Customer support
- Modern feel to the system
- Ease of use. - Many of the capabilities of Saba are add-ons to the system that cost extra.","performance
answering
implementation
implement
allowing
customer support","Overall, the implementation process with Saba and their customer support team has been excellent."
